Gandi,2023-10-09,Ganti Oli,936000,D 5249 AIB,DV275FT1G12LEBD5914,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Cinta,2024-01-09,Perbaikan Mesin,830000,D 9765 OGE,QO429VD5R89DBYQ2029,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Betania,2023-01-30,Perbaikan Mesin,463000,D 0810 FYR,DD322ET5U16WGVP9788,Suzuki GSX-R150,2017;;;;;;;;;;;;;
Umay,2024-05-24,Servis Rutin,61000,D 6936 NYT,VX421ET0Y27SFNL2457,Honda CBR 150,2018;;;;;;;;;;;;;
Edi,2023-05-31,Servis Rutin,520000,D 7302 YFT,YU301UJ4J27BCJY1853,Honda CBR 150,2020;;;;;;;;;;;;;
Ani,2023-07-09,Perbaikan Mesin,948000,D 4074 CGY,ZX792EH5E40CFQT5895,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Ulya,2024-05-03,Pemasangan Aksesori,505000,D 4677 OTZ,LK374XU2D01PICD3149,Honda CBR 150,2016;;;;;;;;;;;;;
Cagak,2023-01-20,Pemasangan Aksesori,932000,D 6350 SJQ,DT494ZS5D65JRTK2881,Yamaha R15,2022;;;;;;;;;;;;;
Shakila,2023-09-24,Pemasangan Aksesori,365000,D 2806 JMO,ZJ595RJ4E69HCPQ1669,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Jarwa,2024-07-26,Servis Rutin,938000,D 5451 VUY,CW600HU2K47RSVJ3988,Honda CBR 150,2023;;;;;;;;;;;;;
Harja,2024-06-11,Pemasangan Aksesori,323000,D 9175 AUX,EQ594RQ1S08ZIXF4980,Honda CBR 150,2017;;;;;;;;;;;;;
Narji,2024-02-11,Perbaikan Mesin,70000,D 5275 DJV,RW603GA0B00EJRJ6221,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Dadi,2023-08-29,Pemasangan Aksesori,395000,D 7441 NFS,MM890QQ9N47JEOV2131,Honda CBR 150,2013;;;;;;;;;;;;;
Eja,2024-04-12,Servis Rutin,352000,D 9134 YMC,AQ311AW4H52BLWQ7041,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Cinta,2023-03-07,Servis Rutin,941000,D 4631 HGX,EC393IU6W71STGS0601,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Mutia,2024-04-18,Perbaikan Mesin,901000,D 1931 JGE,LB807FF4C06YYMN9343,Honda CBR 150,2020;;;;;;;;;;;;;
Diana,2023-11-22,Ganti Oli,707000,D 5453 FOD,YQ682TE2T30KLQK7864,Yamaha R15,2018;;;;;;;;;;;;;
Adiarja,2024-04-10,Perbaikan Mesin,349000,D 1816 UKR,SN164ZW0E35AQKP8732,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Maria,2024-03-27,Pemasangan Aksesori,882000,D 3116 KOB,CR424AJ8Q29PFKU9130,Yamaha R15,2015;;;;;;;;;;;;;
Harjaya,2024-05-08,Servis Rutin,764000,D 0619 QYC,CU366WX6V76FJYX4717,Yamaha R15,2022;;;;;;;;;;;;;
Jagapati,2023-10-13,Servis Rutin,589000,D 3504 XBH,UF836RZ1Q96INVC3382,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Among,2024-03-15,Ganti Oli,192000,D 4775 QMA,BG033AS3Y16BMON0254,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Laila,2023-05-18,Perbaikan Mesin,706000,D 2720 DIS,DM305VA8G24CKSO2394,Yamaha R15,2017;;;;;;;;;;;;;
Cawisadi,2024-05-23,Pemasangan Aksesori,585000,D 4904 BSE,FJ940SY3Y39OALD5644,Honda CBR 150,2010;;;;;;;;;;;;;
Faizah,2023-12-30,Ganti Oli,615000,D 7932 RGG,SI721RL3B10HTJG1177,Yamaha R15,2020;;;;;;;;;;;;;
Gawati,2023-02-23,Perbaikan Mesin,229000,D 1793 KDG,SN380TG4P20XOCK3783,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Rafid,2024-07-29,Ganti Oli,353000,D 2659 BBI,DO170ZH4Y18WGAW2254,Honda CBR 150,2024;;;;;;;;;;;;;
Martana,2023-05-15,Servis Rutin,775000,D 0663 CWF,XV983XX8D40VRUU0449,Kawasaki Ninja 250,2020;;;;;;;;;;;;;
Zelda,2023-04-09,Servis Rutin,547000,D 8430 VZO,PZ682UA7G64BCHO7535,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Galur,2024-06-24,Servis Rutin,289000,D 7129 KQE,KI304AM3S11AHYE2080,Yamaha R15,2019;;;;;;;;;;;;;
Darsirah,2023-05-03,Pemasangan Aksesori,600000,D 3218 IEL,KI212KL2J80IVWF8839,Yamaha R15,2022;;;;;;;;;;;;;
Karta,2024-03-15,Pemasangan Aksesori,740000,D 3674 JZK,KO143YA7R75SBNU8673,Yamaha R15,2010;;;;;;;;;;;;;
Almira,2023-11-04,Servis Rutin,867000,D 5001 EAX,VI284TO2W96XMSU0780,Suzuki GSX-R150,2014;;;;;;;;;;;;;
Silvia,2023-11-15,Ganti Oli,488000,D 0257 BPZ,VJ579OC8M58KACG9971,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Lukman,2024-06-02,Perbaikan Mesin,188000,D 0014 MDR,RT565DB4O56XYHB5424,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Tomi,2023-12-17,Ganti Oli,281000,D 9781 WAV,QH902QM7I15BHDD5946,Honda CBR 150,2024;;;;;;;;;;;;;
Widya,2024-05-30,Perbaikan Mesin,355000,D 9763 OYX,ZY788GD2T05VUUA3727,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Irsad,2024-02-26,Perbaikan Mesin,407000,D 1039 JCB,IH477PV4V76ZPWU0551,Kawasaki Ninja 250,2010;;;;;;;;;;;;;
Eko,2023-02-01,Pemasangan Aksesori,578000,D 0117 AGV,TN684XP5P26ADTP7418,Honda CBR 150,2010;;;;;;;;;;;;;
Hafshah,2023-07-17,Ganti Oli,257000,D 4542 JBO,TY663NX9S92LFAP0242,Yamaha R15,2017;;;;;;;;;;;;;
Laila,2023-05-28,Perbaikan Mesin,285000,D 2811 TJE,JX702DG6F61SXGP7622,Honda CBR 150,2020;;;;;;;;;;;;;
Harimurti,2023-01-14,Ganti Oli,657000,D 2020 TVG,TR996CB8U33LVZO2504,Yamaha R15,2019;;;;;;;;;;;;;
Gamani,2023-11-25,Perbaikan Mesin,66000,D 1586 XGG,FJ186IV5O98DATN2272,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Bakda,2024-03-14,Ganti Oli,938000,D 9055 DOK,GE813DW4D12IJGL7176,Yamaha R15,2017;;;;;;;;;;;;;
Rama,2023-06-01,Perbaikan Mesin,685000,D 6790 SPK,QG471YQ2O11MJCQ0016,Honda CBR 150,2020;;;;;;;;;;;;;
Margana,2023-01-13,Ganti Oli,249000,D 2066 JQR,ZN678RF5L79FHTP6263,Honda CBR 150,2020;;;;;;;;;;;;;
Hardana,2023-10-26,Ganti Oli,964000,D 0675 KIT,ES428YH6A17TABI2088,Honda CBR 150,2019;;;;;;;;;;;;;
Kurnia,2023-09-24,Servis Rutin,515000,D 2846 BZO,WC648IL2M99XAVO3467,Yamaha R15,2012;;;;;;;;;;;;;
Oliva,2023-05-24,Ganti Oli,382000,D 6256 QUX,GE087TQ9L33QTIP1378,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Margana,2023-02-17,Perbaikan Mesin,910000,D 8549 DTK,GU104FH5I61WYFS3667,Honda CBR 150,2019;;;;;;;;;;;;;
Kacung,2023-10-26,Servis Rutin,994000,D 9674 QXF,ZC237SK6K79EHXL3790,Kawasaki Ninja 250,2019;;;;;;;;;;;;;
Zelda,2023-02-09,Servis Rutin,297000,D 0137 CLM,JL473TX6X87AVEQ1193,Honda CBR 150,2013;;;;;;;;;;;;;
Kemal,2023-09-23,Ganti Oli,256000,D 1167 NQP,YW403BP0S24LJFJ8130,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Ilsa,2023-10-10,Perbaikan Mesin,450000,D 4206 ACI,DB238DH7I59IWHY3499,Yamaha R15,2017;;;;;;;;;;;;;
Mustofa,2024-06-14,Perbaikan Mesin,93000,D 2188 VOP,TW330NO0N58FWKS9327,Yamaha R15,2013;;;;;;;;;;;;;
Taswir,2024-02-15,Pemasangan Aksesori,646000,D 0578 WJY,QO520ME9W57UXPV0886,Yamaha R15,2021;;;;;;;;;;;;;
Dasa,2023-03-01,Pemasangan Aksesori,703000,D 0789 SVY,MF314AB0J72VLHV8395,Yamaha R15,2021;;;;;;;;;;;;;
Darman,2024-06-02,Perbaikan Mesin,977000,D 2745 BDC,GA848OQ7J48BYWF0524,Kawasaki Ninja 250,2022;;;;;;;;;;;;;
Ajiono,2024-04-08,Perbaikan Mesin,248000,D 2182 FTB,WW919HH3U68JCLB9999,Honda CBR 150,2011;;;;;;;;;;;;;
Emas,2023-08-05,Ganti Oli,860000,D 2241 AUO,QC279DF3T40DBHG2252,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Emas,2023-11-12,Ganti Oli,298000,D 6819 EFB,GK524CG7E81BXXH4336,Yamaha R15,2013;;;;;;;;;;;;;
Opung,2023-08-09,Pemasangan Aksesori,358000,D 3206 WMV,BN949CH7D33OPJF1794,Honda CBR 150,2023;;;;;;;;;;;;;
Kasiran,2024-07-29,Ganti Oli,408000,D 3128 NPO,HT706RV8R11KRWP2623,Honda CBR 150,2019;;;;;;;;;;;;;
Diah,2023-09-27,Perbaikan Mesin,72000,D 7135 XEI,TM468FZ2Q82SCIW4948,Kawasaki Ninja 250,2022;;;;;;;;;;;;;
Citra,2023-08-30,Pemasangan Aksesori,999000,D 2448 PZY,NW418DS9A73WHLU9506,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Dimas,2024-02-12,Perbaikan Mesin,598000,D 0822 DYQ,CL254UI1I83CXKV4328,Honda CBR 150,2010;;;;;;;;;;;;;
Latika,2024-06-13,Servis Rutin,990000,D 7876 ZOM,GQ388VA8F29NBTT8113,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Karja,2023-12-02,Servis Rutin,175000,D 7194 SNJ,YP244UZ8O44UZYB9186,Yamaha R15,2014;;;;;;;;;;;;;
Ellis,2023-12-14,Servis Rutin,819000,D 5826 ESW,AF582ZF7I59LZJN0465,Honda CBR 150,2011;;;;;;;;;;;;;
Marsudi,2023-12-31,Ganti Oli,511000,D 2543 BAD,NR794BW0F19KFEQ6097,Yamaha R15,2017;;;;;;;;;;;;;
Laras,2023-12-07,Servis Rutin,619000,D 1064 MXT,JT506YG5G00FMAQ3294,Yamaha R15,2017;;;;;;;;;;;;;
Anita,2024-01-30,Perbaikan Mesin,374000,D 5473 CGL,MQ192UF7X45UMIF4228,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Ajimat,2024-02-06,Servis Rutin,837000,D 5864 DBE,QQ735MA6I14BZGW0559,Honda CBR 150,2011;;;;;;;;;;;;;
Panji,2023-08-04,Pemasangan Aksesori,625000,D 2762 FLU,DN023WU1A54GLFQ6579,Yamaha R15,2022;;;;;;;;;;;;;
Adiarja,2023-01-28,Perbaikan Mesin,284000,D 4004 PML,NC001ME3J75UAFA0072,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Kartika,2024-01-04,Perbaikan Mesin,434000,D 5111 IGB,DK629QE9J76KAHD7847,Yamaha R15,2024;;;;;;;;;;;;;
Gaiman,2023-06-26,Pemasangan Aksesori,299000,D 7986 QVP,XL354BP4Y33AEBU4956,Honda CBR 150,2016;;;;;;;;;;;;;
Paris,2024-07-25,Perbaikan Mesin,111000,D 0445 HLK,WJ554GY9L72NQZN2451,Kawasaki Ninja 250,2019;;;;;;;;;;;;;
Cakrabuana,2024-04-26,Servis Rutin,300000,D 4594 XBJ,BG043KG6G95ZMHP1819,Yamaha R15,2012;;;;;;;;;;;;;
Vino,2023-10-12,Servis Rutin,894000,D 8002 DWH,YA010LR2M46QPMT4335,Honda CBR 150,2010;;;;;;;;;;;;;
Garan,2023-02-03,Perbaikan Mesin,792000,D 1654 VQU,XJ505VV2D15BURZ7368,Yamaha R15,2018;;;;;;;;;;;;;
Ani,2023-10-21,Servis Rutin,667000,D 2439 HMC,EB041NY7C84EWFE9400,Honda CBR 150,2022;;;;;;;;;;;;;
Malika,2023-04-20,Ganti Oli,883000,D 2289 HDP,XO268VZ5J22DEOD1563,Kawasaki Ninja 250,2014;;;;;;;;;;;;;
Michelle,2024-06-25,Pemasangan Aksesori,301000,D 8248 SIB,MM349KW7R96WCKT4024,Yamaha R15,2012;;;;;;;;;;;;;
Reza,2024-07-07,Ganti Oli,637000,D 1673 SWO,LV922RX4P05SPWF8654,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Galang,2023-07-12,Pemasangan Aksesori,527000,D 5518 JEY,HX355VR4Z53VETO4130,Kawasaki Ninja 250,2021;;;;;;;;;;;;;
Alika,2024-02-25,Ganti Oli,620000,D 4620 FIE,RH022XQ4K82QDJY7868,Honda CBR 150,2015;;;;;;;;;;;;;
Endah,2023-08-05,Servis Rutin,305000,D 8551 ILD,UR963HQ5C57EPFB3436,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Sabar,2023-05-14,Pemasangan Aksesori,864000,D 6712 WJY,UU454VT7O71ZTAN6902,Honda CBR 150,2022;;;;;;;;;;;;;
Cawisadi,2024-07-04,Servis Rutin,469000,D 6440 JII,EQ903SO1U32MZHD7912,Suzuki GSX-R150,2024;;;;;;;;;;;;;
Kawaya,2023-05-19,Pemasangan Aksesori,437000,D 0185 KFD,WI123CE4D52HQLP3538,Honda CBR 150,2022;;;;;;;;;;;;;
Alika,2023-06-29,Pemasangan Aksesori,363000,D 8297 MQD,UL562SV1R38IGVL5240,Kawasaki Ninja 250,2012;;;;;;;;;;;;;
Cawisono,2023-07-26,Pemasangan Aksesori,408000,D 5494 VZL,KW157LU5D79PAQF7973,Yamaha R15,2018;;;;;;;;;;;;;
Digdaya,2024-05-22,Pemasangan Aksesori,99000,D 5699 MNP,BJ276YE8K90VMLB5211,Honda CBR 150,2019;;;;;;;;;;;;;
Lulut,2024-04-26,Servis Rutin,863000,D 7113 GWT,RJ418AZ2X73IIIR3753,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Puspa,2024-03-30,Servis Rutin,199000,D 3908 XQA,LP160PK1P67VRRL3396,Suzuki GSX-R150,2017;;;;;;;;;;;;;
Nyoman,2024-03-07,Perbaikan Mesin,336000,D 3855 CHO,IN161JZ1G64YQRT0934,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Mulyono,2023-10-26,Pemasangan Aksesori,670000,D 9974 QSO,GX955DY8M27ONNG3979,Yamaha R15,2019;;;;;;;;;;;;;
Tomi,2023-05-17,Pemasangan Aksesori,476000,D 6170 PUF,UP698VM6O69QLKP3836,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Kemal,2023-07-15,Servis Rutin,78000,D 5921 FMC,HI976DA2F08KGDS4742,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Marsudi,2023-07-18,Servis Rutin,458000,D 7207 RGT,HJ652GR3L53UMIV4655,Honda CBR 150,2021;;;;;;;;;;;;;
Galuh,2023-04-02,Perbaikan Mesin,843000,D 6260 NHK,QK959CM5N45KWUP4797,Honda CBR 150,2011;;;;;;;;;;;;;
Umay,2023-02-04,Perbaikan Mesin,830000,D 3843 NUI,ZT862HX5U02RZCP3289,Kawasaki Ninja 250,2017;;;;;;;;;;;;;
Empluk,2023-02-26,Perbaikan Mesin,814000,D 9028 VCR,CD868QT4K39NNWO5489,Kawasaki Ninja 250,2024;;;;;;;;;;;;;
Umar,2023-10-19,Servis Rutin,595000,D 0426 DGN,CE824PU9B47TEPT9405,Suzuki GSX-R150,2012;;;;;;;;;;;;;
Edward,2024-05-19,Ganti Oli,144000,D 7592 ACV,AP327NT7G56MMRH7339,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Kenes,2023-10-27,Ganti Oli,637000,D 6135 YKL,SD387IH8N92AJYJ5889,Honda CBR 150,2011;;;;;;;;;;;;;
Virman,2024-01-26,Perbaikan Mesin,65000,D 3013 IDV,FU127PV0C13NEEK7846,Yamaha R15,2015;;;;;;;;;;;;;
Kamidin,2023-05-23,Pemasangan Aksesori,559000,D 4407 OZB,QU079KD9O07TGFV3051,Suzuki GSX-R150,2022;;;;;;;;;;;;;
Xanana,2023-03-12,Servis Rutin,776000,D 1992 MRQ,JD709LF4M76ICWK0401,Honda CBR 150,2023;;;;;;;;;;;;;
Dwi,2024-02-13,Perbaikan Mesin,773000,D 9964 CIN,PP044HC4G97UPZK0913,Kawasaki Ninja 250,2020;;;;;;;;;;;;;
Kacung,2024-03-28,Ganti Oli,984000,D 5236 GMU,JE277LZ6Z36AQUU8240,Honda CBR 150,2017;;;;;;;;;;;;;
Gaman,2023-09-18,Pemasangan Aksesori,224000,D 5867 USN,UX889KX6P80DIRY5714,Honda CBR 150,2011;;;;;;;;;;;;;
Karja,2023-12-27,Ganti Oli,539000,D 3992 HQR,KT949ND9K01RCJD8066,Kawasaki Ninja 250,2017;;;;;;;;;;;;;
Taswir,2024-01-17,Ganti Oli,810000,D 5229 WZP,RS970ZO5C23COFI1693,Yamaha R15,2019;;;;;;;;;;;;;
Raden,2023-08-05,Servis Rutin,634000,D 9015 GRQ,NR167VM4S81DIKP0703,Kawasaki Ninja 250,2019;;;;;;;;;;;;;
Eja,2023-05-07,Servis Rutin,683000,D 7733 EQK,GP049QL5H29WHPM9344,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Hairyanto,2024-07-01,Ganti Oli,270000,D 8767 SWI,NK380VT5C03HDDR1937,Yamaha R15,2021;;;;;;;;;;;;;
Irfan,2024-01-28,Servis Rutin,795000,D 0966 IAE,KL612KP7M52OPZO3734,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Labuh,2024-02-26,Ganti Oli,856000,D 9376 PXU,EA328VU1D29QKKD9625,Honda CBR 150,2024;;;;;;;;;;;;;
Labuh,2023-08-24,Servis Rutin,136000,D 5985 TGY,VS497CY5W69QUYG6630,Honda CBR 150,2024;;;;;;;;;;;;;
Hasna,2024-04-20,Perbaikan Mesin,165000,D 4090 YVV,OR617KL1T95ZPNK3278,Suzuki GSX-R150,2010;;;;;;;;;;;;;
Jail,2023-06-14,Perbaikan Mesin,822000,D 1079 NAR,JF608QL8T77HNRC2013,Kawasaki Ninja 250,2018;;;;;;;;;;;;;
Narji,2023-06-06,Ganti Oli,734000,D 3644 RBY,WF424FE9L28BYQN0867,Honda CBR 150,2016;;;;;;;;;;;;;
Latif,2024-06-03,Pemasangan Aksesori,359000,D 5594 TGB,TH780UQ8E10ZWGX2465,Yamaha R15,2024;;;;;;;;;;;;;
Jasmani,2023-03-11,Servis Rutin,233000,D 6305 DDV,UO686VN8A00BPLP2747,Kawasaki Ninja 250,2023;;;;;;;;;;;;;
Tania,2023-01-26,Pemasangan Aksesori,232000,D 0576 BDP,LE362RZ8R17HRLX4286,Yamaha R15,2012;;;;;;;;;;;;;
Salwa,2023-03-15,Perbaikan Mesin,756000,D 5166 LOL,VN587LL4P33NFKX5563,Yamaha R15,2011;;;;;;;;;;;;;
Prayogo,2024-03-12,Perbaikan Mesin,475000,D 1837 FGC,AA234WN2J13TFPD3010,Honda CBR 150,2011;;;;;;;;;;;;;
Wahyu,2023-06-29,Perbaikan Mesin,859000,D 1018 CBX,CJ486VT5E01AYUE1878,Honda CBR 150,2021;;;;;;;;;;;;;
Intan,2023-07-02,Perbaikan Mesin,670000,D 2840 DVG,PQ031JX4W97QLLZ8205,Suzuki GSX-R150,2018;;;;;;;;;;;;;
Hendra,2023-03-26,Ganti Oli,848000,D 0301 NBH,WZ572JO5G95ILZW1319,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Kezia,2023-02-25,Servis Rutin,836000,D 1658 JOJ,WR220AF0O15HXML5297,Honda CBR 150,2024;;;;;;;;;;;;;
Keisha,2023-04-29,Perbaikan Mesin,378000,D 4109 PGG,XJ910CK5B44MAXC4852,Suzuki GSX-R150,2017;;;;;;;;;;;;;
Ajiono,2024-07-16,Perbaikan Mesin,686000,D 6831 BJF,BX978CM7L69GBUS5561,Yamaha R15,2021;;;;;;;;;;;;;
Kani,2023-05-31,Servis Rutin,372000,D 0352 AKB,EE697DT8N53LSEV8475,Suzuki GSX-R150,2019;;;;;;;;;;;;;
Raina,2023-12-27,Pemasangan Aksesori,613000,D 4206 WVV,TL966HQ4I13STCA4410,Kawasaki Ninja 250,2022;;;;;;;;;;;;;
Galih,2023-11-17,Ganti Oli,321000,D 6389 FME,SD528IM8P72BRHL2400,Suzuki GSX-R150,2023;;;;;;;;;;;;;
Limar,2024-06-17,Servis Rutin,802000,D 5405 ALA,HB798OM6M05BSPI5986,Honda CBR 150,2020;;;;;;;;;;;;;
Wardaya,2024-05-12,Servis Rutin,765000,D 3427 EKQ,DS620YM1H92CNZG7381,Yamaha R15,2010;;;;;;;;;;;;;
Baktiono,2023-05-27,Perbaikan Mesin,55000,D 6455 SRO,VN482RN4I34VGOO7148,Honda CBR 150,2011;;;;;;;;;;;;;
Karimah,2024-03-15,Ganti Oli,956000,D 6874 YNG,BS503PG3S79EUVQ1069,Yamaha R15,2018;;;;;;;;;;;;;
Banawa,2023-03-31,Servis Rutin,280000,D 2825 DXB,CP553JN4C38UORG9573,Suzuki GSX-R150,2019;;;;;;;;;;;;;
Salwa,2023-12-04,Servis Rutin,394000,D 3357 XEB,OW248VD4G80SEQM8115,Yamaha R15,2020;;;;;;;;;;;;;
Restu,2023-01-22,Ganti Oli,518000,D 0670 NWV,YA088OW7M98LHWE5031,Suzuki GSX-R150,2019;;;;;;;;;;;;;
Luwes,2024-07-28,Perbaikan Mesin,89000,D 2108 HLS,BS191FC5J30MABK9108,Suzuki GSX-R150,2011;;;;;;;;;;;;;
Marsito,2024-02-23,Servis Rutin,559000,D 4044 HGC,XA848SR2K58CUPN4696,Kawasaki Ninja 250,2016;;;;;;;;;;;;;
Zizi,2023-05-08,Pemasangan Aksesori,379000,D 5154 RPI,QL063TF7R17VRRC7384,Yamaha R15,2024;;;;;;;;;;;;;
Ulya,2023-07-27,Servis Rutin,190000,D 1320 LSH,ZW223CX5M69NODI7874,Honda CBR 150,2013;;;;;;;;;;;;;
Sadina,2023-12-06,Perbaikan Mesin,99000,D 6526 TXO,NG244BG5K45USNT0405,Honda CBR 150,2014;;;;;;;;;;;;;
Daniswara,2024-07-24,Ganti Oli,157000,D 4101 MEU,OF197IO2K86FWKI3746,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Garang,2023-03-05,Ganti Oli,276000,D 2854 FRD,NN855LD8F40SZXJ8693,Suzuki GSX-R150,2017;;;;;;;;;;;;;
Luwes,2023-02-22,Pemasangan Aksesori,899000,D 9875 EXI,GJ163GA6J51BASN0227,Yamaha R15,2012;;;;;;;;;;;;;
Azalea,2023-11-16,Ganti Oli,564000,D 1076 XTE,JJ201UL8P29MZHW2647,Yamaha R15,2010;;;;;;;;;;;;;
Amalia,2023-01-12,Servis Rutin,292000,D 2499 UHS,VR733UU0F28LILS0190,Honda CBR 150,2019;;;;;;;;;;;;;
Jarwadi,2024-02-09,Perbaikan Mesin,259000,D 0206 FWO,MF932RF7S95MXJL1061,Yamaha R15,2017;;;;;;;;;;;;;
Lintang,2024-03-19,Ganti Oli,259000,D 7426 OYA,PP475MP0I39PRPX1433,Honda CBR 150,2016;;;;;;;;;;;;;
Narji,2024-05-14,Perbaikan Mesin,929000,D 0773 ALW,WP094OK1Q03ROVZ2357,Suzuki GSX-R150,2015;;;;;;;;;;;;;
Gaman,2023-01-11,Pemasangan Aksesori,568000,D 0519 CGQ,FD887AA3S89VNWL6163,Kawasaki Ninja 250,2022;;;;;;;;;;;;;
Putu,2024-06-03,Perbaikan Mesin,769000,D 0920 EDT,DE444IF5K97NXCO5633,Kawasaki Ninja 250,2016;;;;;;;;;;;;;
Cakrajiya,2024-07-10,Servis Rutin,533000,D 0323 QDM,UR717ZB6M61RPSG8408,Kawasaki Ninja 250,2017;;;;;;;;;;;;;
Lasmono,2024-06-07,Perbaikan Mesin,594000,D 2273 COC,UD974TK9S18SYBX5959,Suzuki GSX-R150,2022;;;;;;;;;;;;;
Hairyanto,2024-06-02,Servis Rutin,207000,D 9731 SUE,XA432EC4K61CBLV3039,Yamaha R15,2015;;;;;;;;;;;;;
Ayu,2024-06-12,Servis Rutin,469000,D 7639 EAG,PE571HE3C09RTTN1864,Yamaha R15,2010;;;;;;;;;;;;;
Cayadi,2023-11-05,Ganti Oli,480000,D 2265 QPF,GG602MZ3L16FVIM5634,Suzuki GSX-R150,2013;;;;;;;;;;;;;
Umi,2023-05-30,Perbaikan Mesin,703000,D 2800 UXT,MF152QN3E59PNBK1509,Honda CBR 150,2011;;;;;;;;;;;;;
Gasti,2023-04-18,Servis Rutin,169000,D 1496 TNA,WC577JG8E21VIFP5241,Kawasaki Ninja 250,2019;;;;;;;;;;;;;
Salsabila,2023-01-29,Pemasangan Aksesori,268000,D 3771 WCM,QK248JH6A67LMNX2551,Kawasaki Ninja 250,2012;;;;;;;;;;;;;
Ira,2024-04-23,Perbaikan Mesin,744000,D 1826 WLA,CD174IO8I55NUEN1675,Kawasaki Ninja 250,2010;;;;;;;;;;;;;
Maida,2023-02-28,Servis Rutin,173000,D 2415 QZR,UO511SY1Q74UHTT8865,Yamaha R15,2012;;;;;;;;;;;;;
Gamanto,2024-03-09,Ganti Oli,370000,D 9199 MUA,JZ149CS3H04DEJR5135,Honda CBR 150,2023;;;;;;;;;;;;;
Kamila,2023-07-04,Perbaikan Mesin,725000,D 2689 UJL,NL074WX7H62YUHJ0424,Honda CBR 150,2022;;;;;;;;;;;;;
Laila,2023-08-29,Pemasangan Aksesori,211000,D 1525 ATW,AL100FM9G09UOCO1247,Kawasaki Ninja 250,2013;;;;;;;;;;;;;
Lukman,2023-04-14,Pemasangan Aksesori,654000,D 6809 ONF,YN385AB4E74DQMT7131,Suzuki GSX-R150,2022;;;;;;;;;;;;;
Karta,2024-02-11,Pemasangan Aksesori,204000,D 6329 CHO,ZQ618UY6J84GPAZ7277,Kawasaki Ninja 250,2014;;;;;;;;;;;;;
Asmadi,2024-06-19,Ganti Oli,321000,D 4025 DNZ,XT615DN3R72OCKI4209,Yamaha R15,2012;;;;;;;;;;;;;
Irfan,2023-02-21,Perbaikan Mesin,468000,D 0033 MSH,JD491EY3U62AGVK3054,Yamaha R15,2021;;;;;;;;;;;;;
Wardaya,2023-07-19,Ganti Oli,949000,D 5286 HVP,MI172SN6I87PMBS8982,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
Mutia,2023-03-25,Ganti Oli,198000,D 4518 PBS,OD380NE0Y81EVSV7555,Honda CBR 150,2015;;;;;;;;;;;;;
Edi,2023-07-15,Servis Rutin,879000,D 9101 SDZ,JC916MA2R50FAXK2562,Honda CBR 150,2017;;;;;;;;;;;;;
Malik,2023-11-20,Servis Rutin,440000,D 4452 URV,AY574BU5M74FDRX4339,Kawasaki Ninja 250,2011;;;;;;;;;;;;;
Maimunah,2023-05-31,Ganti Oli,715000,D 0561 ONL,OG336HM5V67KOWK6441,Honda CBR 150,2018;;;;;;;;;;;;;
Zelaya,2023-12-17,Perbaikan Mesin,742000,D 2678 SYI,NB050GO6B46JUAI3555,Yamaha R15,2021;;;;;;;;;;;;;
Perkasa,2024-05-16,Ganti Oli,222000,D 3222 NMU,TA240PA3A17HKLB3762,Honda CBR 150,2010;;;;;;;;;;;;;
Harto,2023-03-12,Ganti Oli,206000,D 5721 JSF,DI169PR7W36RFBT2745,Kawasaki Ninja 250,2015;;;;;;;;;;;;;
